p (mbar),Tpot (K),rho (g/m**3),wd(deg)
995.98,276.7,1252.23,78.4
996.05,276.63,1252.61,91.1
996.09,276.55,1253.02,77.9
996.23,276.43,1253.69,56.12
996.3,276.37,1254.02,63.39
996.33,276.3,1254.44,74.3
996.44,276.25,1254.79,81.4
996.6,276.23,1255,58.56
996.61,276.2,1255.17,81.8
996.62,276.06,1255.84,66.21
996.69,275.92,1256.6,64.21
996.68,275.84,1256.93,58.09
996.72,275.88,1256.78,61.57
996.74,275.86,1256.89,68.39
996.78,275.82,1257.14,73.4
996.85,275.81,1257.28,72.6
996.84,275.82,1257.22,67.93
996.86,275.86,1257.03,77.9
996.86,275.93,1256.71,63.25
996.86,276,1256.38,64.21
996.87,275.94,1256.71,58.12
996.97,275.73,1257.8,70.8
996.99,275.83,1257.33,68.68
996.87,275.87,1257.06,63.81
996.64,275.94,1256.49,57.46
996.54,276.03,1255.95,61.6
996.51,276.07,1255.73,62.75
996.62,276.03,1255.99,52.02
996.5,276.1,1255.56,60.06
996.42,276.18,1255.08,62.65
996.35,276.21,1254.89,56.61
996.28,276.17,1254.95,49.54
996.37,276.19,1254.94,66.03
996.29,276.22,1254.69,79.1
996.24,276.3,1254.35,87.7
996.13,276.55,1253.06,95.8
996.08,276.64,1252.65,71.4
995.97,276.85,1251.54,71.7
995.89,277.43,1248.84,74.7
995.77,277.48,1248.59,40.71
995.74,277.44,1248.77,44.34
995.75,277.63,1247.87,54.36
995.74,277.91,1246.6,46.85
995.65,278.18,1245.29,46.06
995.63,278.24,1245.03,39.34
995.55,278.43,1244.11,41.62
995.51,278.56,1243.52,49.93
995.43,278.58,1243.36,45.02
995.42,278.51,1243.66,42.84
995.43,278.47,1243.86,41.32
995.58,278.32,1244.66,44.38
995.6,278.07,1245.69,41.71
995.61,277.77,1247.05,39.52
995.6,277.36,1248.86,38.81
995.6,276.99,1250.51,37.07
995.63,276.77,1251.56,36.07
995.69,276.59,1252.43,37.93
995.76,276.47,1253.05,34.06
995.76,276.43,1253.22,34.5
995.76,276.41,1253.3,44.71
995.73,276.29,1253.84,40.36
995.78,276.15,1254.56,38.75
995.78,276.09,1254.83,26.16
995.76,275.99,1255.27,23.77
995.76,275.96,1255.4,30.38
995.86,275.95,1255.52,36.38
995.92,275.92,1255.71,34.82
995.88,275.88,1255.86,47.79
995.97,275.86,1256.04,57.18
996.1,275.81,1256.42,56.27
996.15,275.64,1257.27,42.99
996.28,275.6,1257.53,47.15
996.26,275.64,1257.37,48.59
996.21,275.63,1257.35,41.8
996.15,275.52,1257.83,40.34
996.14,275.49,1257.92,47.89
996.21,275.41,1258.4,41.18
996.24,275.3,1258.91,37.68
996.21,275.19,1259.4,38.01
996.26,275.14,1259.69,37.48
996.33,275.06,1260.12,38.62
996.37,275.04,1260.26,42.01
996.45,275.02,1260.4,48.46
996.51,274.93,1260.92,66.14
996.54,274.75,1261.79,76
996.61,274.72,1262,80.3
996.65,274.69,1262.15,61.74
996.63,274.67,1262.24,43.73
996.62,274.66,1262.28,49.09
996.62,274.61,1262.5,50.01
996.66,274.52,1262.95,31.32
996.68,274.53,1262.93,42.37
996.63,274.5,1263,52.95
996.61,274.45,1263.26,87.1
996.62,274.44,1263.3,64.43
996.56,274.44,1263.23,40.29
996.61,274.32,1263.85,22.29
996.61,274.26,1264.11,39.52
996.51,274.32,1263.74,64.32
996.44,274.27,1263.94,63.87
996.36,274.3,1263.68,101.8
996.29,274.26,1263.81,44.62
996.14,274.22,1263.9,80.4
996.13,274.17,1264.11,80.6
996.12,274.14,1264.25,67.85
996.06,274.06,1264.57,56.47
996.04,274.08,1264.45,79.9
996.02,274.09,1264.36,108.5
995.95,274.18,1263.86,103.7
995.89,274.08,1264.34,89.1
995.91,274.06,1264.42,147
995.81,274.08,1264.22,124.2
995.73,274.14,1263.88,140.6
995.73,274.01,1264.49,75.2
995.69,273.92,1264.91,74.1
995.66,273.86,1265.18,149.5
995.62,274.01,1264.4,68.51
995.55,273.91,1264.81,63.79
995.47,273.92,1264.7,151.3
995.37,273.88,1264.81,138
995.25,273.82,1264.97,9.29
995.14,273.74,1265.26,346.2
995.11,273.8,1264.94,262.3
995,273.82,1264.76,221.1
994.83,273.85,1264.45,203.5
994.77,273.8,1264.63,205.9
994.68,273.6,1265.51,208.1
994.66,273.69,1265.06,210.1
994.66,273.64,1265.31,246.1
994.59,273.61,1265.41,249.3
994.53,273.57,1265.51,256.3
994.53,273.58,1265.48,291.4
994.52,273.55,1265.61,21.82
994.52,273.56,1265.58,323.1
994.46,273.53,1265.64,330.1
994.38,273.55,1265.47,231.3
994.26,273.54,1265.43,191
994.18,273.58,1265.14,210.5
994.14,273.53,1265.37,214.9
994.17,273.3,1266.53,214.2
994.23,273.29,1266.59,229.6
994.26,273.32,1266.47,253.9
994.27,273.39,1266.14,284.6
994.29,273.37,1266.26,269.3
994.32,273.34,1266.44,267.9
994.33,273.41,1266.12,263.6
994.31,273.3,1266.62,235.4
994.27,273.29,1266.62,243.5
994.21,273.29,1266.58,229.2
994.16,273.23,1266.84,214.9
994.16,273.21,1266.94,219.9
994.15,273.16,1267.19,242.9
994.17,273.32,1266.41,314.1
994.25,273.5,1265.58,323.2
994.21,273.27,1266.68,222.2
994.16,273.17,1267.11,233.5
994.13,273.19,1267,232.9
994.06,273.2,1266.87,234.5
994.04,273.13,1267.19,229.1
994.04,273.09,1267.38,244.7
993.98,273.09,1267.32,232.4
993.85,273.2,1266.68,232.7
993.8,273.36,1265.87,265.4
993.84,273.67,1264.42,176.5
993.81,273.71,1264.19,175.4
993.84,273.8,1263.78,71.8
993.77,273.94,1263.05,47.69
993.62,274.23,1261.51,70.8
993.5,274.33,1260.95,130.7
993.4,274.39,1260.56,141.8
993.28,274.48,1260.01,150.1
993.17,274.63,1259.2,179.2
993.05,274.61,1259.19,174.1
992.89,274.78,1258.21,189.3
992.8,274.91,1257.53,176.8
992.68,274.96,1257.2,171.6
992.59,275.06,1256.64,158.5
992.45,275.19,1255.89,156.1
992.41,275.3,1255.31,117.5
992.33,275.48,1254.39,29.03
992.13,275.84,1252.52,172.6
991.89,276,1251.57,158.9
991.7,276.07,1251.09,206.8
991.55,276.41,1249.37,193.7
991.44,276.58,1248.53,83.2
991.35,276.81,1247.42,173.3
991.3,276.94,1246.8,153.7
991.15,277.03,1246.27,185
990.99,277.06,1245.99,167.5
990.85,277.1,1245.68,150.5
990.73,277.48,1243.75,177.7
990.71,277.78,1242.42,166.2
990.7,277.71,1242.7,115.4
990.7,277.95,1241.6,169.9
990.63,277.89,1241.84,196.3
990.6,277.54,1243.42,201.4
990.49,277.09,1245.35,213.2
990.4,277,1245.67,203.9
990.34,277.01,1245.55,222.2
990.31,276.94,1245.85,237.2
990.28,276.83,1246.35,257
990.24,276.65,1247.13,221.7
990.25,276.44,1248.09,224.8
990.35,276.43,1248.2,303.2
990.4,276.35,1248.64,330.8
990.35,276.26,1248.98,10.72
990.35,276.19,1249.29,290
990.36,276.03,1250.07,292.2
990.47,275.83,1251.1,301.8
990.48,275.75,1251.49,298.4
990.48,275.72,1251.63,259.2
990.46,275.72,1251.59,277.2
990.38,275.58,1252.19,263.5
990.38,275.53,1252.43,248.7
990.36,275.45,1252.81,225.6
990.34,275.35,1253.22,253.8
990.25,275.42,1252.8,229.5
990.35,275.34,1253.32,243
990.36,275.21,1253.92,269.1
990.26,275,1254.86,257.8
990.23,274.87,1255.42,259.3
990.29,274.9,1255.34,246
990.24,274.96,1255.02,230.1
990.21,275.05,1254.53,233.9
990.23,275.05,1254.58,219.3
990.17,274.96,1254.94,230
990.22,274.92,1255.16,239.3
990.23,274.77,1255.89,228.6
990.25,274.54,1257,242
990.34,274.52,1257.2,236.4
990.32,274.47,1257.4,233.3
990.23,274.49,1257.24,246.7
990.12,274.43,1257.44,223.9
989.99,274.28,1258.01,227.3
990.01,274.18,1258.55,223.2
990.01,274.12,1258.83,227.5
989.99,274.03,1259.23,222.3
989.95,274,1259.32,222.3
989.9,273.93,1259.6,214.9
989.89,273.99,1259.33,235.5
989.84,273.93,1259.57,187.5
989.8,273.72,1260.56,204.2
989.7,273.53,1261.37,217.4
989.62,273.42,1261.84,222.6
989.64,273.35,1262.19,220
989.59,273.34,1262.17,222.4
989.57,273.37,1262.02,218.4
989.5,273.41,1261.75,189.9
989.48,273.25,1262.51,210.6
989.49,273.14,1263.07,208.9
989.4,273.12,1263.07,223.5
989.3,273.31,1262.07,222.6
989.25,273.42,1261.5,219
989.18,273.28,1262.11,218.5
989.12,273.28,1262.06,223.4
989.13,273.27,1262.08,190.8
989.03,273.27,1262.03,216
988.95,273.35,1261.58,170.8
988.87,273.26,1261.92,163.5
988.92,273.35,1261.51,100.5
988.87,273.5,1260.76,143
988.88,273.56,1260.47,171.4
988.9,273.6,1260.29,164.2
988.9,273.76,1259.51,168.7
988.85,274.26,1257.05,177.9
988.82,275.27,1252.21,235.3
988.83,275.63,1250.49,244
988.8,275.57,1250.76,192.6
988.75,274.82,1254.3,129.2
988.77,274.99,1253.49,123
988.77,275.18,1252.58,187.5
988.74,276.04,1248.45,230.3
988.81,276.67,1245.55,255.6
988.8,276.9,1244.4,257.8
988.82,276.97,1244.13,244.6
988.86,277.01,1243.97,253
988.87,277.05,1243.78,253.9
988.88,277.1,1243.56,255.6
988.89,277.08,1243.66,256.7
988.87,277.07,1243.68,259.6
988.95,277.11,1243.58,263
989.03,277.1,1243.69,263.4
989.08,277.06,1243.9,259.3
989.12,277.03,1244.11,262.8
989.13,277.03,1244.12,260.7
989.12,277.07,1243.89,256.6
989.18,277.13,1243.69,256.2
989.28,277.18,1243.54,258.7
989.3,277.21,1243.4,257.5
989.33,277.21,1243.45,256.9
989.3,277.21,1243.41,256.7
989.37,277.21,1243.48,256.7
989.41,277.27,1243.25,255.5
989.3,277.31,1242.97,255.6
989.44,277.37,1242.8,262.8
989.66,277.44,1242.67,264.5
989.92,277.47,1242.78,277
990.06,277.49,1242.83,279.5
990.16,277.5,1242.87,279
990.26,277.54,1242.8,281.2
990.35,277.53,1242.94,274.4
990.37,277.48,1243.2,256.8
990.33,277.41,1243.48,256.1
990.27,277.49,1243.1,257.2
990.37,277.59,1242.71,253
990.36,277.59,1242.7,254.5
990.45,277.52,1243.15,262.6
990.51,277.74,1242.13,261
990.57,278.05,1240.78,260
990.56,278.41,1239.11,254.4
990.72,278.41,1239.27,283
990.71,278.67,1238.09,251.6
990.63,278.68,1238.03,262.5
990.6,279.02,1236.45,288.9
990.54,279.09,1236.12,267.8
990.51,279.13,1235.92,261.1
990.5,279.11,1235.97,261.3
990.47,279.2,1235.62,258.1
990.4,279.81,1232.76,237.4
990.34,280,1231.88,242.9
990.35,280.06,1231.72,273.1
990.35,280,1232,268.4
990.43,279.88,1232.62,294.6
990.37,279.79,1233.01,269.5
990.46,279.72,1233.42,354.5
990.43,279.64,1233.8,276.3
990.43,279.53,1234.33,264.3
990.42,279.56,1234.15,255.9
990.43,279.72,1233.49,313.2
990.43,279.58,1234.18,281.6
990.46,279.45,1234.75,247.2
990.55,279.47,1234.69,309.9
990.61,280.03,1232.24,334.8
990.61,280.44,1230.45,328.8
990.69,280.27,1231.39,309.4
990.75,279.97,1232.78,260.4
990.85,279.76,1233.87,261.1
990.94,279.5,1235.13,281.8
991.02,279.28,1236.12,260.8
991.1,278.94,1237.71,267.4
991.21,278.71,1238.82,270.7
991.28,278.43,1240.17,260.8
991.33,278.17,1241.4,253
991.36,277.99,1242.26,253.5
991.46,277.8,1243.2,254.2
991.52,277.72,1243.64,255.6
991.59,277.66,1243.99,252.6
991.6,277.57,1244.44,250.4
991.68,277.49,1244.89,253.4
991.71,277.32,1245.66,255.4
991.8,277.2,1246.3,250.7
991.97,277.13,1246.74,246.4
992.14,277,1247.48,245.6
992.33,276.83,1248.43,170.8
992.44,276.77,1248.79,240.9
992.49,276.65,1249.39,246.6
992.62,276.57,1249.87,244.8
992.88,276.29,1251.43,161.4
993.03,276.1,1252.43,240.6
993.15,276.07,1252.71,252.7
993.26,275.81,1254.01,213.8
993.29,275.69,1254.57,243.2
993.49,275.61,1255.15,246.2
993.61,275.64,1255.1,251.8
993.65,275.58,1255.46,241.7
993.78,275.3,1256.89,173.3
993.85,275.13,1257.74,217.1
993.94,275.18,1257.56,246.1
994.08,275.15,1257.86,245.1
994.24,275.07,1258.39,242.8
994.28,275.01,1258.67,244.4
994.32,275.12,1258.21,246
994.4,275.19,1257.96,244.6
994.48,275.34,1257.34,249.6
994.54,275.5,1256.7,250.2
994.67,275.57,1256.48,241.9
994.8,275.71,1255.98,255.8
994.86,275.78,1255.7,246
994.91,275.83,1255.54,228.1
994.94,275.71,1256.14,219.7
995.04,275.57,1256.95,228.2
995.09,275.31,1258.21,219.8
995.14,275.11,1259.2,216.5
995.15,274.94,1260.03,217.9
995.14,274.74,1260.95,218.3
995.22,274.62,1261.61,235.4
995.31,274.59,1261.85,243
995.33,274.45,1262.56,232.6
995.39,274.37,1262.95,236.9
995.48,274.21,1263.8,221.2
995.53,273.96,1265,178.6
995.6,273.83,1265.68,186.4
995.66,273.68,1266.44,158.3
995.65,273.57,1266.94,167.6
995.72,273.47,1267.49,189.4
995.79,273.54,1267.19,123.7
995.82,273.51,1267.39,164.4
995.82,273.4,1267.92,192.2
995.82,273.39,1267.99,233.9
995.81,273.66,1266.74,252.3
995.87,273.78,1266.22,229.3
995.93,273.77,1266.33,229.4
995.97,273.79,1266.29,238.3
996.04,273.77,1266.47,221.4
996.06,273.62,1267.18,214.4
995.99,273.54,1267.49,226.1
996.04,273.46,1267.94,195.6
996.05,273.27,1268.83,209
996.09,273.17,1269.36,219.5
996.13,273.22,1269.17,236.6
996.19,273.19,1269.36,231.7
996.26,273.05,1270.08,236.6
996.32,272.94,1270.64,236.7
996.45,272.85,1271.22,239.9
996.49,272.71,1271.89,238.9
996.59,272.61,1272.45,234.8
996.74,272.51,1273.07,220.4
996.85,272.39,1273.76,187.8
996.92,272.43,1273.6,169.8
997.05,272.38,1273.95,163.1
997.21,272.36,1274.2,145.6
997.38,272.29,1274.69,151.4
997.51,272.1,1275.72,154.6
997.64,272.11,1275.78,117.9
997.67,271.98,1276.47,155.5
997.83,271.87,1277.15,170.8
997.96,271.88,1277.2,118.6
998.06,271.9,1277.21,117.9
998.23,271.97,1277.02,41.91
998.4,271.99,1277.1,20.04
998.5,272.01,1277.1,3.55
998.66,272.1,1276.84,49.76
998.83,272.19,1276.54,46.15
998.99,272.26,1276.37,94.9
999.08,272.31,1276.24,60.85
999.18,272.39,1275.95,71.1
999.33,272.33,1276.39,185.7
999.49,272.25,1276.88,181.4
999.61,272.24,1277.06,175.5
999.8,272.38,1276.55,159.7
999.94,272.63,1275.52,236.8
1000.1,272.75,1275.12,173.2
1000.19,272.82,1274.9,344.6
1000.26,272.89,1274.65,351.5
1000.35,272.9,1274.7,18.33
1000.42,272.85,1275.02,0.06
1000.5,272.86,1275.05,354.4
1000.65,272.94,1274.84,30.44
1000.83,272.85,1275.45,21.83
1000.97,272.71,1276.25,22.62
1001.19,272.75,1276.21,24.42
1001.33,272.79,1276.15,28.67
1001.44,272.83,1276.06,24.91
1001.6,272.87,1276.04,24.36
1001.64,272.94,1275.76,24.37
1001.64,273,1275.51,28.82
1001.7,273.09,1275.16,25.23
1001.81,273.25,1274.54,24.93
1001.81,273.25,1274.55,25.08
1001.83,273.27,1274.48,32.49
1001.86,273.26,1274.55,17.01
1001.9,273.14,1275.12,19.38
1001.98,273.11,1275.34,29.5
1002.07,273.33,1274.41,28.22
1002.19,273.81,1272.21,33.32
1002.26,273.82,1272.28,29.32
1002.31,273.64,1273.17,31.54
1002.42,273.27,1275.01,37.9
1002.49,273.77,1272.7,41.57
1002.54,273.72,1273.04,26.1
1002.56,273.53,1273.9,28.79
1002.65,273.22,1275.49,29.96
1002.69,273.34,1274.94,36.17
1002.72,273.87,1272.44,42.75
1002.75,273.72,1273.2,31.19
1002.78,273.71,1273.25,21.83
1002.8,274.01,1271.84,10.32
1002.84,274.21,1270.98,34.58
1002.94,273.96,1272.24,43.81
1003.02,273.74,1273.3,20.22
1003.02,273.78,1273.09,20.96
1003.09,273.83,1272.94,25.93
1003.17,273.7,1273.61,31.91
1003.25,273.55,1274.41,25.97
1003.33,273.09,1276.62,5.46
1003.39,272.74,1278.33,356.7
1003.49,272.6,1279.06,314.6
1003.63,272.46,1279.85,321.2
1003.72,272.33,1280.54,4.45
1003.78,272.26,1280.9,0.95
1003.87,272.21,1281.22,347.6
1003.97,272.12,1281.77,344.8
1004.03,272.05,1282.11,340.9
1004.17,272.03,1282.36,353.4
1004.29,271.97,1282.75,10.05
1004.43,271.94,1283.02,16.17
1004.54,271.82,1283.65,10.69
1004.48,271.81,1283.65,351
1004.54,271.77,1283.91,349.6
1004.67,271.7,1284.35,352.5
1004.85,271.59,1285.01,344.6
1005,271.57,1285.26,345.5
1005,271.49,1285.62,334.9
1005.1,271.33,1286.46,305.6
1005.19,271.23,1287,309.2
1005.34,271.22,1287.2,334.8
1005.36,271.25,1287.08,39.55
1005.47,271.11,1287.83,21.69
1005.59,271.03,1288.29,358.6
1005.65,270.97,1288.65,29.78
1005.74,270.96,1288.81,5.72
1005.85,270.92,1289.06,50
1005.89,271,1288.72,4.53
1005.92,271.08,1288.37,359.8
1005.98,271.08,1288.41,354.3
1006.04,271.02,1288.76,341.8
1006.02,271.1,1288.37,349.7
1006,271.04,1288.63,341
1006.09,270.97,1289.06,303.4
1006.1,270.85,1289.64,297.6
1006.21,270.67,1290.64,266
1006.21,270.47,1291.59,265.9
1006.21,270.56,1291.17,282.8
1006.16,270.08,1293.48,77.4
1006.22,269.19,1297.83,171
1006.3,268.74,1300.13,184
1006.39,268.63,1300.73,166.7
1006.51,268.5,1301.48,350.2
1006.64,268.75,1300.34,41.48
1006.68,268.62,1301.04,258.3
1006.67,268.78,1300.22,237.3
1006.69,268.92,1299.59,242.3
1006.7,268.87,1299.85,224.5
1006.73,268.58,1301.3,220.9
1006.82,268.55,1301.5,239.1
1006.82,268.59,1301.33,234.8
1006.79,268.43,1302.07,245.9
1006.82,268.28,1302.88,236.3
1006.83,268.26,1302.95,244.6
1006.84,268.2,1303.27,236.4
1006.92,268.24,1303.13,244.3
1006.92,268.38,1302.44,249
1006.86,268.33,1302.65,239.5
1006.8,268.27,1302.87,233.9
1006.89,268.06,1304.04,23.66
1006.99,267.87,1305.04,14.9
1007.08,267.71,1305.96,202.6
1006.96,267.5,1306.86,215.4
1006.87,267.61,1306.23,228.2
1006.83,267.65,1305.98,216.3
1006.87,267.51,1306.73,243.7
1006.92,267.46,1307.01,236.3
1006.97,267.41,1307.32,237.4
1007.05,267.4,1307.43,8.64
1006.98,267.39,1307.44,276.1
1007.06,267.33,1307.79,218.8
1006.99,267.64,1306.16,102.1
1006.97,267.45,1307.16,173.7
1006.93,267.08,1308.99,223.2
1006.87,266.93,1309.64,217.9
1006.93,266.68,1310.98,212.3
1007.05,266.55,1311.72,226.6
1007.08,266.62,1311.42,212.1
1007.03,266.62,1311.36,218.3
1007.06,266.67,1311.09,210.6
1007.07,266.62,1311.35,287.5
1006.96,266.72,1310.78,227.1
1007.02,266.61,1311.39,228.7
1007.06,266.38,1312.63,213.2
1007.12,266.09,1314.14,210.5
1007.12,266.12,1313.96,211
1007.15,266.17,1313.73,193.3
1007.09,266.1,1314.02,208.4
1007.23,266.13,1314.01,156.5
1007.37,266.08,1314.38,132.5
1007.32,266.04,1314.58,163.3
1007.44,266.22,1313.78,140.3
1007.38,265.98,1314.93,195.3
1007.44,265.62,1316.82,207.6
1007.45,265.6,1316.9,176.4
1007.58,265.6,1317.01,172.8
1007.68,265.57,1317.29,218.1
1007.75,265.58,1317.31,210.2
1007.78,265.89,1315.75,249.4
1007.8,266.11,1314.67,229.8
1007.9,266.31,1313.72,197.7
1007.93,266.46,1313.01,149.3
1007.94,266.99,1310.37,144.9
1007.96,267.32,1308.77,141.5
1008.07,267.52,1307.94,151.4
1008.17,267.56,1307.8,142.5
1008.17,267.81,1306.54,183.8
1008.18,268.29,1304.17,108.5
1008.3,268.4,1303.75,102.5
1008.41,268.2,1304.85,120.7
1008.43,268.33,1304.18,155.2
1008.5,268.83,1301.79,204.1
1008.52,269.21,1299.96,173.7
1008.47,269.67,1297.61,161.5
1008.37,269.9,1296.42,188.8
1008.39,269.78,1297.01,137
1008.38,269.73,1297.26,139
1008.27,270.23,1294.66,156.6
1008.19,270.72,1292.23,122.2
1008.09,270.95,1291.04,145.1
1008.02,271.15,1290.01,149
1007.92,271.71,1287.19,141
1007.71,272.33,1284.09,175.7
1007.58,272.71,1282.16,169.8
1007.53,273.41,1278.76,174.2
1007.53,273.92,1276.35,139
1007.46,274.12,1275.39,168.2
1007.5,274.04,1275.86,117.4
1007.48,273.71,1277.38,94.7
1007.43,274.12,1275.38,152.7
1007.42,274.12,1275.39,165.6
1007.34,273.75,1277.04,165.2
1007.28,273.89,1276.32,187.5
1007.26,273.88,1276.32,189.7
1007.28,273.73,1277.06,195.2
1007.27,273.71,1277.16,199
1007.18,273.81,1276.64,210.3
1007.09,273.82,1276.51,213
1007.11,273.86,1276.35,219.4
1007.07,274.38,1273.85,211
1007.06,274.33,1274.09,14.01
1007.06,274,1275.65,16.47
1007.02,273.96,1275.79,310.4
1006.92,273.5,1277.86,320
1006.82,272.85,1280.85,296.1
1006.81,272.49,1282.52,312.5
1006.82,272.11,1284.31,259.1
1006.84,271.93,1285.19,358.8
1006.79,271.57,1286.87,231.8
1006.7,271.37,1287.75,237.3
1006.69,271.33,1287.95,11.23
1006.77,271.21,1288.57,354.8
1006.8,271.07,1289.28,244.4
1006.74,271.11,1289.03,243.2
1006.81,271.03,1289.51,226.5
1006.82,270.65,1291.32,231.2
1006.79,270.75,1290.82,238.6
1006.81,270.72,1290.99,234.3
1006.83,270.51,1292.01,241.5
1006.87,270.29,1293.12,232.7
1006.88,270.08,1294.12,238.4
1006.83,269.97,1294.61,241.4
1006.84,269.91,1294.94,233.1
1006.76,269.75,1295.62,230.9
1006.75,269.59,1296.38,242.1
1006.81,269.41,1297.33,222
1006.82,269.23,1298.24,221.7
1006.81,269.08,1298.94,201.2
1006.82,268.84,1300.18,215.9
1006.71,268.76,1300.45,179.6
1006.67,268.65,1300.94,212.5
1006.7,268.83,1300.14,207.5
1006.71,268.65,1301.07,211.9
1006.78,268.45,1302.1,194.3
1006.79,268.42,1302.3,200.6
1006.76,268.38,1302.48,216.3
1006.78,268.4,1302.39,200.1
1006.74,268.27,1303,228.2
1006.69,268.16,1303.52,206.5
1006.62,267.76,1305.44,202.1
1006.69,267.66,1305.97,273.6
1006.72,267.78,1305.4,79.4
1006.59,267.75,1305.38,85.9
1006.53,267.63,1305.9,18.14
1006.4,267.3,1307.46,196.4
1006.41,267.03,1308.79,197.5
1006.23,266.99,1308.84,199.9
1006.12,266.95,1308.88,190
1005.98,266.82,1309.41,144
1005.96,266.53,1310.86,176.5
1005.96,266.5,1310.99,181.1
1005.95,266.59,1310.5,133.4
1005.9,266.8,1309.45,39.07
1005.75,266.86,1309,134.1
1005.72,266.56,1310.49,223.2
1005.61,266.89,1308.72,294.9
1005.76,267.07,1307.93,64.48
1005.88,267.2,1307.46,358
1005.94,267.24,1307.29,190
1006,267.16,1307.76,214.2
1006.01,267.17,1307.69,212.5
1005.78,267.2,1307.35,224.4
1005.69,267.14,1307.59,214.1
1005.65,266.55,1310.56,192.7
1005.72,266.38,1311.45,183.9
1005.71,266.26,1312.02,181.9
1005.74,266.04,1313.15,144.9
1005.43,265.63,1314.95,184.2
1005.33,265.54,1315.3,181.5
1005.36,265.78,1314.07,183.4
1005.34,265.7,1314.45,146
1005.24,265.87,1313.48,255.4
1005.31,266.4,1310.87,293.8
1005.37,266.76,1309.18,241.8
1004.99,266.98,1307.75,234.5
1004.99,267.21,1306.68,211.2
1004.85,267.04,1307.45,217.1
1004.74,266.43,1310.41,205.2
1004.89,266.25,1311.4,243.2
1004.81,266.34,1310.85,209.8
1004.98,266.36,1310.9,50.24
1004.68,266.24,1311.23,209.4
1004.62,266.18,1311.49,193.6
1004.77,266.11,1311.98,269.2
1004.74,265.78,1313.63,203.2
1004.81,265.77,1313.72,192.5
1004.78,265.82,1313.44,209.1
1004.61,265.8,1313.39,187.7
1004.62,265.68,1313.99,117.1
1004.52,265.75,1313.54,168.5
1004.59,265.58,1314.41,126.2
1004.42,265.77,1313.27,137.5
1004.38,265.94,1312.42,144.8
1004.09,265.73,1313.22,206.5
1004.01,265.64,1313.59,189.3
1004.11,265.77,1313.01,169.5
1003.93,266.01,1311.61,215
1003.86,266.37,1309.81,194.3
1003.91,266.69,1308.26,195.3
1004.17,266.78,1308.08,92.1
1004.24,266.88,1307.62,190.8
1004.24,267.05,1306.72,204.1
1004.25,267.52,1304.41,167.1
1004.19,267.69,1303.59,213.8
1004.11,267.71,1303.44,212.5
1003.98,267.98,1301.98,172.3
1004.01,267.76,1303.1,173.1
1003.91,267.47,1304.4,161.2
1003.84,267.57,1303.79,176.6
1003.66,267.66,1303.19,187.9
1003.51,267.86,1302.05,162.8
1003.53,268.13,1300.74,166.4
1003.62,268.44,1299.25,208.2
1003.69,268.78,1297.65,213.8
1003.7,269.35,1294.84,192.5
1003.55,269.88,1292.16,144.8
1003.43,270.4,1289.57,168.8
