p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd(deg)
995.91,6.01,279.49,5.79,98.5,9.36,9.22,0.14,5.78,9.26,1238.41,4.28,5.81,28.92
996.07,6,279.48,5.8,98.6,9.36,9.23,0.13,5.78,9.27,1238.61,3.92,5.81,29.64
996.19,6.05,279.51,5.84,98.6,9.39,9.26,0.13,5.8,9.29,1238.55,3.81,5.77,32.49
996.25,6.04,279.5,5.86,98.7,9.39,9.26,0.12,5.8,9.3,1238.64,3.24,4.81,27.61
996.25,6.07,279.53,5.88,98.7,9.4,9.28,0.12,5.81,9.31,1238.54,3.06,4.29,30.2
996.26,6.07,279.53,5.88,98.7,9.4,9.28,0.12,5.82,9.32,1238.54,3.4,5.05,26.61
996.16,6.07,279.54,5.9,98.8,9.4,9.29,0.11,5.82,9.33,1238.39,3.62,4.81,26.44
996.14,6.14,279.6,5.96,98.8,9.45,9.33,0.11,5.85,9.37,1238.07,2.7,4.09,30.75
996.12,6.21,279.68,6.03,98.8,9.49,9.38,0.11,5.88,9.41,1237.72,2.84,3.77,37.34
995.99,6.27,279.75,6.11,98.9,9.53,9.43,0.1,5.91,9.47,1237.25,2.75,3.69,35.39
995.94,6.28,279.76,6.1,98.8,9.54,9.43,0.11,5.91,9.46,1237.14,3.19,5.05,39.86
996,6.28,279.76,6.11,98.8,9.54,9.43,0.11,5.91,9.47,1237.19,3.48,4.89,40.54
996.12,6.3,279.77,6.14,98.9,9.56,9.45,0.11,5.92,9.49,1237.25,2.85,4.25,41.77
996.09,6.33,279.8,6.17,98.9,9.58,9.47,0.11,5.93,9.51,1237.07,2.99,4.33,36.04
996.11,6.38,279.85,6.22,98.9,9.61,9.5,0.11,5.96,9.54,1236.86,2.94,4.13,36.71
996.11,6.42,279.89,6.28,99,9.64,9.54,0.1,5.98,9.58,1236.67,2.84,3.73,42.3
995.91,6.46,279.95,6.32,99,9.66,9.57,0.1,6,9.61,1236.23,3.03,4.89,38.47
995.75,6.45,279.95,6.29,98.9,9.66,9.55,0.11,5.99,9.59,1236.08,3.14,4.17,38.38
995.56,6.44,279.95,6.29,99,9.65,9.55,0.1,5.99,9.59,1235.91,3.24,4.57,37.25
995.51,6.43,279.95,6.28,99,9.64,9.54,0.1,5.98,9.59,1235.89,3.45,4.89,33.56
995.42,6.44,279.97,6.29,99,9.65,9.55,0.1,5.99,9.6,1235.72,3.17,5.53,35.43
995.36,6.35,279.88,6.19,98.9,9.59,9.48,0.11,5.95,9.52,1236.09,3.61,5.41,30.96
995.3,6.29,279.82,6.14,99,9.55,9.45,0.1,5.93,9.5,1236.29,3.89,5.29,29.25
995.26,6.26,279.8,6.12,99,9.53,9.44,0.1,5.92,9.48,1236.35,3.96,6.37,27.04
995.17,6.24,279.79,6.1,99,9.52,9.42,0.1,5.91,9.47,1236.34,4.24,6.21,29.08
995.18,6.21,279.76,6.07,99,9.5,9.4,0.09,5.9,9.45,1236.49,3.6,4.77,34.77
995.3,6.16,279.69,6.01,99,9.46,9.37,0.09,5.87,9.41,1236.91,3.76,5.05,30.47
995.32,6.09,279.63,5.95,99,9.42,9.33,0.09,5.85,9.37,1237.24,3.95,5.41,24.9
995.44,6.07,279.6,5.94,99.1,9.4,9.32,0.08,5.84,9.36,1237.48,3.45,4.93,28.3
995.37,6.05,279.58,5.92,99.1,9.39,9.31,0.08,5.84,9.35,1237.48,4.08,6.13,31.43
995.46,6.04,279.56,5.91,99.1,9.38,9.3,0.08,5.83,9.34,1237.67,3.52,5.53,34.6
995.55,5.98,279.5,5.85,99.1,9.35,9.26,0.08,5.81,9.3,1238.04,4.12,5.55,32.48
995.62,5.95,279.46,5.81,99.1,9.32,9.24,0.08,5.79,9.28,1238.31,3.55,5.07,34.57
995.69,5.94,279.45,5.83,99.2,9.32,9.25,0.07,5.8,9.29,1238.41,3.4,4.77,36.82
995.75,5.93,279.43,5.81,99.2,9.31,9.24,0.07,5.79,9.28,1238.56,3.75,5.25,38.52
995.8,5.89,279.39,5.78,99.2,9.29,9.22,0.07,5.78,9.25,1238.77,3.51,4.81,40.08
995.83,5.87,279.36,5.75,99.2,9.27,9.2,0.07,5.77,9.24,1238.92,3.2,4.35,44.03
995.73,5.9,279.4,5.78,99.2,9.29,9.22,0.07,5.78,9.26,1238.67,2.48,3.45,32.43
995.64,5.94,279.45,5.84,99.3,9.32,9.25,0.07,5.8,9.29,1238.37,2.18,2.92,22
995.62,5.93,279.44,5.81,99.2,9.31,9.24,0.07,5.79,9.28,1238.39,2.67,3.75,26.51
995.58,5.86,279.37,5.74,99.2,9.27,9.19,0.07,5.76,9.23,1238.66,4.03,6.27,32.18
995.56,5.8,279.32,5.67,99.1,9.23,9.15,0.08,5.74,9.19,1238.91,4.21,5.93,29.18
995.72,5.8,279.31,5.69,99.2,9.23,9.16,0.07,5.74,9.2,1239.1,3.75,5.37,38.83
995.75,5.8,279.3,5.69,99.2,9.23,9.16,0.07,5.74,9.2,1239.14,2.88,4.09,34.62
995.83,5.8,279.3,5.69,99.2,9.23,9.16,0.07,5.74,9.2,1239.23,2.91,4.33,29.48
995.86,5.8,279.3,5.69,99.2,9.23,9.16,0.07,5.74,9.2,1239.27,3.27,5.45,28.9
996.05,5.8,279.28,5.69,99.2,9.23,9.16,0.07,5.74,9.19,1239.52,4.08,5.61,29.49
996.15,5.8,279.27,5.69,99.2,9.23,9.16,0.07,5.74,9.19,1239.64,4.13,6.49,30.91
996.13,5.8,279.27,5.69,99.2,9.23,9.16,0.07,5.74,9.19,1239.62,3.99,5.45,34.61
996.26,5.75,279.21,5.62,99.1,9.2,9.12,0.08,5.71,9.15,1240.02,3.88,6.01,34.74
996.38,5.68,279.13,5.55,99.1,9.15,9.07,0.08,5.68,9.1,1240.5,4.36,7.61,33.12
996.3,5.57,279.02,5.44,99.1,9.08,9,0.08,5.64,9.03,1240.95,4.78,7.77,33.29
996.35,5.49,278.94,5.36,99.1,9.03,8.95,0.08,5.61,8.98,1241.37,4.56,6.85,36.94
996.36,5.47,278.92,5.34,99.1,9.02,8.94,0.08,5.6,8.97,1241.5,4.04,5.41,36.95
996.38,5.47,278.92,5.34,99.1,9.02,8.94,0.08,5.6,8.97,1241.52,3.62,4.99,38.14
996.42,5.41,278.86,5.28,99.1,8.98,8.9,0.08,5.58,8.93,1241.84,3.48,4.69,36.21
996.54,5.39,278.83,5.26,99.1,8.97,8.89,0.08,5.57,8.92,1242.08,3.08,4.35,35.99
996.61,5.33,278.76,5.18,99,8.93,8.84,0.09,5.54,8.87,1242.48,3.43,5.05,40.1
996.5,5.21,278.65,5.07,99,8.86,8.77,0.09,5.49,8.8,1242.88,3.86,5.33,38.5
996.5,5.18,278.62,5.05,99.1,8.84,8.76,0.08,5.49,8.79,1243.02,3.54,4.89,38.08
996.51,5.16,278.6,5.03,99.1,8.83,8.75,0.08,5.48,8.78,1243.15,3.48,5.13,41.97
996.49,5.07,278.51,4.93,99,8.77,8.69,0.09,5.44,8.72,1243.54,3.56,5.31,37.97
996.6,4.98,278.41,4.83,99,8.72,8.63,0.09,5.4,8.66,1244.13,3.1,3.91,39.01
996.61,4.92,278.35,4.78,99,8.68,8.6,0.09,5.38,8.62,1244.4,2.72,3.77,37.02
996.62,4.94,278.37,4.81,99.1,8.69,8.61,0.08,5.39,8.64,1244.34,2.41,3,32.69
996.6,4.98,278.42,4.85,99.1,8.72,8.64,0.08,5.41,8.67,1244.1,2.01,2.8,42.52
996.5,4.96,278.39,4.81,99,8.7,8.61,0.09,5.39,8.64,1244.11,2.67,3.47,39.54
996.52,4.94,278.37,4.79,99,8.69,8.6,0.09,5.39,8.63,1244.24,3.45,4.69,41.08
996.69,4.94,278.36,4.79,99,8.69,8.6,0.09,5.39,8.63,1244.45,3.06,3.99,38.34
996.73,4.89,278.31,4.74,99,8.66,8.57,0.09,5.37,8.6,1244.73,3.71,4.85,37.86
996.72,4.87,278.29,4.73,99,8.65,8.56,0.09,5.36,8.59,1244.79,3.89,5.61,36.29
996.53,4.84,278.28,4.7,99,8.63,8.55,0.09,5.35,8.58,1244.69,3.06,4.45,39.34
996.54,4.8,278.24,4.64,98.9,8.61,8.51,0.09,5.33,8.54,1244.89,3.39,4.25,41.88
996.65,4.8,278.23,4.65,98.9,8.61,8.51,0.09,5.33,8.54,1245.03,3.05,3.93,38.09
996.7,4.79,278.21,4.61,98.8,8.6,8.5,0.1,5.32,8.52,1245.18,3.09,4.45,42.18
996.69,4.69,278.12,4.51,98.7,8.54,8.43,0.11,5.28,8.46,1245.62,4.55,5.77,40.2
996.72,4.63,278.05,4.43,98.6,8.51,8.39,0.12,5.25,8.42,1245.94,3.26,5.27,46.7
996.64,4.58,278.01,4.34,98.3,8.48,8.33,0.14,5.22,8.36,1246.08,2.86,4.03,49.86
996.74,4.48,277.9,4.19,98,8.42,8.25,0.17,5.16,8.27,1246.72,3.74,4.73,40.98
996.71,4.37,277.79,4.05,97.8,8.35,8.17,0.18,5.11,8.19,1247.21,3.85,6.37,52
996.73,4.32,277.74,3.99,97.7,8.32,8.13,0.19,5.09,8.16,1247.48,3.41,5.21,53.4
996.68,4.26,277.68,3.9,97.5,8.29,8.08,0.21,5.06,8.11,1247.71,3.58,5.45,45.01
996.57,4.17,277.6,3.8,97.4,8.24,8.02,0.21,5.02,8.05,1248,3.74,6.47,46.77
996.57,4.09,277.52,3.7,97.3,8.19,7.97,0.22,4.99,8,1248.38,3.54,5.37,47.03
996.56,4.07,277.5,3.69,97.4,8.18,7.96,0.21,4.99,7.99,1248.48,3.46,5.25,48.1
996.51,4.06,277.5,3.69,97.4,8.17,7.96,0.21,4.98,7.99,1248.44,2.87,4.45,47.97
996.54,4.1,277.53,3.75,97.6,8.19,8,0.2,5.01,8.03,1248.29,2.26,4.01,53.59
996.51,4.08,277.52,3.74,97.6,8.18,7.99,0.2,5,8.02,1248.34,2.2,3.57,62.74
996.45,4.02,277.46,3.67,97.6,8.15,7.95,0.2,4.98,7.98,1248.58,2.58,3.77,74
996.47,3.96,277.4,3.63,97.7,8.12,7.93,0.19,4.96,7.96,1248.86,2.65,4.13,68.56
996.43,3.96,277.4,3.64,97.8,8.11,7.93,0.18,4.97,7.96,1248.84,2.96,4.29,62.49
996.37,3.89,277.33,3.57,97.8,8.07,7.89,0.18,4.94,7.92,1249.1,3.41,5.01,68.94
996.42,3.87,277.32,3.56,97.8,8.06,7.89,0.18,4.94,7.91,1249.22,3.48,5.29,71.8
996.47,3.87,277.31,3.52,97.6,8.06,7.87,0.19,4.93,7.9,1249.32,3.29,5.89,68.87
996.39,3.88,277.32,3.52,97.5,8.07,7.86,0.2,4.92,7.89,1249.18,2.73,4.25,55.89
996.26,3.9,277.36,3.5,97.2,8.08,7.85,0.23,4.92,7.88,1248.92,2.07,3.41,66.04
996.12,3.87,277.34,3.41,96.8,8.06,7.8,0.26,4.89,7.83,1248.91,3.1,4.57,63.93
996.13,3.87,277.33,3.35,96.4,8.06,7.77,0.29,4.87,7.8,1248.94,2.87,4.21,49.16
996.15,3.86,277.32,3.28,96,8.06,7.73,0.32,4.84,7.76,1249.02,3.43,5.77,48.52
996.14,3.81,277.28,3.19,95.7,8.03,7.68,0.35,4.81,7.71,1249.25,3.8,5.53,46.6
996.09,3.81,277.28,3.15,95.4,8.03,7.66,0.37,4.8,7.69,1249.18,3.26,4.61,46.62
995.83,3.8,277.29,3.11,95.2,8.02,7.64,0.39,4.78,7.67,1248.92,2.78,4.77,63.3
995.9,3.8,277.29,3.11,95.2,8.02,7.64,0.39,4.78,7.67,1249.01,3.46,5.41,54.36
996.08,3.79,277.27,3.1,95.2,8.02,7.63,0.38,4.78,7.66,1249.27,3.37,4.97,56.62
996.14,3.8,277.27,3.12,95.3,8.02,7.65,0.38,4.79,7.68,1249.3,2.83,4.77,61.25
996.18,3.77,277.24,3.09,95.3,8.01,7.63,0.38,4.78,7.66,1249.49,4.93,6.85,40.47
996.29,3.75,277.2,3.11,95.6,7.99,7.64,0.35,4.78,7.67,1249.73,4.25,6.01,48.44
996.37,3.74,277.19,3.1,95.6,7.99,7.64,0.35,4.78,7.66,1249.88,3.83,5.41,47.6
996.34,3.63,277.08,3,95.6,7.93,7.58,0.35,4.75,7.61,1250.34,4.57,7.21,48.01
996.27,3.58,277.04,2.99,95.9,7.9,7.58,0.32,4.74,7.6,1250.51,4.38,7.25,52.8
996.13,3.6,277.07,3.04,96.1,7.91,7.6,0.31,4.76,7.63,1250.23,2.81,4.87,65.85
995.9,3.54,277.02,2.96,96,7.88,7.56,0.32,4.74,7.59,1250.23,3.57,5.33,65.51
995.78,3.49,276.99,2.93,96.1,7.85,7.54,0.31,4.73,7.58,1250.29,4.24,5.85,47.73
995.96,3.47,276.95,2.94,96.3,7.84,7.55,0.29,4.73,7.58,1250.62,4.66,6.17,45.03
996,3.47,276.94,2.93,96.3,7.84,7.55,0.29,4.73,7.58,1250.69,4.87,7.19,48.48
996.01,3.46,276.94,2.96,96.5,7.83,7.56,0.27,4.73,7.59,1250.72,2.91,4.29,50.77
995.98,3.45,276.93,2.93,96.4,7.83,7.54,0.28,4.72,7.57,1250.75,3.86,5.39,43.03
996,3.5,276.97,2.97,96.3,7.85,7.56,0.29,4.74,7.59,1250.54,3.25,5.27,44.48
995.98,3.53,277,2.91,95.7,7.87,7.53,0.34,4.72,7.56,1250.41,4.03,5.69,43.91
996.04,3.5,276.97,2.69,94.4,7.85,7.41,0.44,4.64,7.44,1250.66,4.94,7.81,43.42
996.05,3.44,276.91,1.93,89.8,7.82,7.02,0.8,4.4,7.05,1251.13,5.81,7.53,43.9
996.13,3.46,276.93,1.45,86.6,7.83,6.78,1.05,4.25,6.81,1251.23,4.98,7.17,43.41
996.08,3.43,276.9,1.3,85.9,7.82,6.71,1.1,4.2,6.74,1251.34,3.04,5.21,50.22
996.06,3.31,276.78,1.12,85.5,7.75,6.63,1.12,4.15,6.65,1251.92,3.33,7.05,69.51
995.98,3.22,276.7,1.03,85.5,7.7,6.58,1.12,4.12,6.61,1252.23,3.07,5.41,78.4
996.05,3.16,276.63,1.08,86.2,7.66,6.61,1.06,4.14,6.63,1252.61,2.32,3.83,91.1
996.09,3.08,276.55,1.05,86.5,7.62,6.59,1.03,4.13,6.62,1253.02,2.57,4.17,77.9
996.23,2.97,276.43,1,86.8,7.56,6.57,1,4.11,6.59,1253.69,2.91,4.93,56.12
996.3,2.92,276.37,0.92,86.6,7.54,6.53,1.01,4.09,6.55,1254.02,2.61,4.27,63.39
996.33,2.85,276.3,0.67,85.5,7.5,6.41,1.09,4.01,6.44,1254.44,2.71,4.45,74.3
996.44,2.81,276.25,0.63,85.5,7.48,6.39,1.08,4,6.42,1254.79,2.55,3.89,81.4
996.6,2.8,276.23,0.72,86.1,7.47,6.43,1.04,4.03,6.46,1255,2.36,3.45,58.56
996.61,2.77,276.2,0.67,86,7.46,6.41,1.04,4.01,6.43,1255.17,2.54,4.69,81.8
996.62,2.64,276.06,0.4,85.1,7.39,6.29,1.1,3.93,6.31,1255.84,2.75,5.01,66.21
996.69,2.5,275.92,0.21,84.8,7.31,6.2,1.11,3.88,6.22,1256.6,3.66,6.69,64.21
996.68,2.42,275.84,0.19,85.1,7.27,6.19,1.08,3.87,6.21,1256.93,3.07,5.53,58.09
996.72,2.47,275.88,0.26,85.3,7.3,6.22,1.07,3.89,6.24,1256.78,2.8,4.85,61.57
996.74,2.45,275.86,0.24,85.3,7.29,6.22,1.07,3.89,6.24,1256.89,3,5.15,68.39
996.78,2.41,275.82,0.17,85.1,7.27,6.18,1.08,3.87,6.2,1257.14,3.21,4.57,73.4
996.85,2.4,275.81,0.13,84.9,7.26,6.17,1.1,3.86,6.18,1257.28,3.21,4.93,72.6
996.84,2.41,275.82,0.11,84.7,7.27,6.16,1.11,3.85,6.18,1257.22,3.81,6.09,67.93
996.86,2.45,275.86,0.25,85.3,7.29,6.22,1.07,3.89,6.24,1257.03,2.77,4.45,77.9
996.86,2.52,275.93,0.26,85,7.32,6.23,1.1,3.89,6.25,1256.71,3,4.57,63.25
996.86,2.59,276,0.25,84.5,7.36,6.22,1.14,3.89,6.24,1256.38,3.15,6.25,64.21
996.87,2.54,275.94,-0.03,83.1,7.33,6.09,1.24,3.81,6.11,1256.71,3.98,6.13,58.12
996.97,2.33,275.73,-0.29,82.7,7.23,5.98,1.25,3.74,6,1257.8,3.79,6.69,70.8
996.99,2.43,275.83,-0.11,83.2,7.28,6.06,1.22,3.79,6.08,1257.33,4.18,6.31,68.68
996.87,2.46,275.87,-0.05,83.4,7.29,6.08,1.21,3.8,6.1,1257.06,3.35,4.85,63.81
996.64,2.51,275.94,0.06,83.8,7.32,6.14,1.19,3.84,6.16,1256.49,2.28,3.77,57.46
996.54,2.6,276.03,0.17,83.9,7.37,6.18,1.19,3.87,6.2,1255.95,2.58,3.97,61.6
996.51,2.63,276.07,0.26,84.3,7.39,6.23,1.16,3.9,6.25,1255.73,3.18,4.41,62.75
996.62,2.6,276.03,0.38,85.2,7.37,6.28,1.09,3.93,6.3,1255.99,3.71,5.97,52.02
996.5,2.66,276.1,0.5,85.6,7.4,6.33,1.07,3.96,6.36,1255.56,2.55,4.03,60.06
996.42,2.74,276.18,0.61,85.8,7.44,6.38,1.06,3.99,6.41,1255.08,1.73,3.36,62.65
996.35,2.76,276.21,0.67,86.1,7.45,6.41,1.04,4.01,6.44,1254.89,2.93,4.53,56.61
996.28,2.72,276.17,0.81,87.2,7.43,6.48,0.95,4.05,6.5,1254.95,2.98,4.29,49.54
996.37,2.74,276.19,0.9,87.6,7.44,6.52,0.92,4.08,6.54,1254.94,2.73,4.49,66.03
996.29,2.77,276.22,1,88.1,7.46,6.57,0.89,4.11,6.59,1254.69,2.53,4.29,79.1
996.24,2.84,276.3,0.79,86.3,7.49,6.47,1.03,4.05,6.49,1254.35,2.66,4.25,87.7
996.13,3.09,276.55,0.87,85.3,7.63,6.51,1.12,4.07,6.53,1253.06,1.59,3.16,95.8
996.08,3.17,276.64,0.85,84.7,7.67,6.5,1.17,4.07,6.52,1252.65,1.73,2.56,71.4
995.97,3.37,276.85,1,84.4,7.78,6.57,1.21,4.11,6.6,1251.54,1.19,2.06,71.7
995.89,3.95,277.43,1,81,8.11,6.57,1.54,4.11,6.59,1248.84,1.26,2.2,74.7
995.77,3.98,277.48,0.81,79.7,8.13,6.48,1.65,4.06,6.5,1248.59,1.77,3.24,40.71
995.74,3.94,277.44,0.66,79.1,8.1,6.41,1.69,4.01,6.44,1248.77,1.76,2.46,44.34
995.75,4.14,277.63,0.82,78.9,8.21,6.48,1.73,4.06,6.51,1247.87,1.79,3.08,54.36
995.74,4.41,277.91,0.87,77.7,8.38,6.51,1.87,4.08,6.54,1246.6,2.37,3.77,46.85
995.65,4.68,278.18,0.9,76.4,8.53,6.52,2.01,4.08,6.55,1245.29,3.01,4.75,46.06
995.63,4.73,278.24,0.84,75.8,8.57,6.49,2.07,4.07,6.52,1245.03,3.08,3.85,39.34
995.55,4.91,278.43,0.89,75.1,8.68,6.52,2.16,4.08,6.54,1244.11,2.45,3.69,41.62
995.51,5.04,278.56,0.75,73.7,8.75,6.45,2.3,4.04,6.48,1243.52,2.82,4.25,49.93
995.43,5.06,278.58,0.67,73.2,8.76,6.41,2.35,4.02,6.44,1243.36,2.96,4.61,45.02
995.42,4.99,278.51,0.61,73.2,8.72,6.38,2.34,4,6.41,1243.66,2.55,3.69,42.84
995.43,4.95,278.47,0.63,73.5,8.7,6.39,2.3,4,6.42,1243.86,3.29,4.97,41.32
995.58,4.81,278.32,0.71,74.7,8.61,6.43,2.18,4.03,6.46,1244.66,3.45,5.41,44.38
995.6,4.56,278.07,1.09,78.1,8.47,6.61,1.85,4.14,6.64,1245.69,3.1,4.17,41.71
995.61,4.26,277.77,1.13,80,8.29,6.63,1.66,4.15,6.66,1247.05,3.35,4.83,39.52
995.6,3.85,277.36,1.22,82.9,8.05,6.68,1.38,4.18,6.7,1248.86,3.51,4.89,38.81
995.6,3.49,276.99,1.28,85.4,7.85,6.7,1.15,4.2,6.73,1250.51,3.23,4.89,37.07
995.63,3.26,276.77,1.27,86.7,7.72,6.7,1.03,4.19,6.72,1251.56,2.57,3.73,36.07
995.69,3.09,276.59,1.24,87.6,7.63,6.68,0.95,4.18,6.71,1252.43,3.41,4.65,37.93
995.76,2.97,276.47,1.2,88.1,7.56,6.66,0.9,4.17,6.69,1253.05,4.26,5.65,34.06
995.76,2.94,276.43,1.18,88.2,7.55,6.66,0.89,4.17,6.68,1253.22,3.08,4.21,34.5
995.76,2.92,276.41,1.18,88.3,7.54,6.65,0.88,4.17,6.68,1253.3,2.95,4.37,44.71
995.73,2.8,276.29,1.08,88.4,7.47,6.6,0.87,4.14,6.63,1253.84,3.95,4.89,40.36
995.78,2.65,276.15,1.03,89,7.4,6.58,0.81,4.12,6.61,1254.56,3.77,4.61,38.75
995.78,2.59,276.09,1.05,89.5,7.36,6.59,0.77,4.13,6.62,1254.83,2.99,4.13,26.16
995.76,2.49,275.99,1,89.8,7.31,6.57,0.75,4.11,6.59,1255.27,3.85,4.77,23.77
995.76,2.47,275.96,1.01,90.1,7.3,6.57,0.72,4.12,6.6,1255.4,3.16,4.61,30.38
995.86,2.47,275.95,1.03,90.2,7.3,6.58,0.72,4.12,6.61,1255.52,3.43,4.99,36.38
995.92,2.44,275.92,1,90.2,7.28,6.57,0.71,4.11,6.6,1255.71,2.99,4.69,34.82
995.88,2.4,275.88,0.96,90.2,7.26,6.55,0.71,4.1,6.58,1255.86,2.92,4.37,47.79
995.97,2.39,275.86,0.92,90,7.26,6.53,0.73,4.09,6.56,1256.04,2.21,4.45,57.18
996.1,2.34,275.81,0.85,89.8,7.23,6.5,0.74,4.07,6.52,1256.42,2.37,3.85,56.27
996.15,2.18,275.64,0.76,90.3,7.15,6.45,0.69,4.04,6.48,1257.27,3.9,5.09,42.99
996.28,2.15,275.6,0.8,90.7,7.14,6.47,0.66,4.05,6.5,1257.53,2.6,3.97,47.15
996.26,2.18,275.64,0.82,90.7,7.15,6.49,0.66,4.06,6.51,1257.37,2.53,4.01,48.59
996.21,2.17,275.63,0.79,90.5,7.15,6.47,0.68,4.05,6.49,1257.35,2.99,4.21,41.8
996.15,2.05,275.52,0.7,90.7,7.09,6.43,0.66,4.02,6.45,1257.83,3.56,4.69,40.34
996.14,2.03,275.49,0.74,91.1,7.07,6.44,0.63,4.03,6.47,1257.92,3.12,4.49,47.89
996.21,1.95,275.41,0.67,91.2,7.03,6.41,0.62,4.01,6.44,1258.4,3.02,4.69,41.18
996.24,1.85,275.3,0.63,91.6,6.98,6.4,0.59,4,6.42,1258.91,3.18,4.53,37.68
996.21,1.73,275.19,0.59,92.1,6.92,6.38,0.55,3.99,6.4,1259.4,3.01,4.13,38.01
996.26,1.69,275.14,0.58,92.3,6.9,6.37,0.53,3.99,6.39,1259.69,2.73,3.81,37.48
996.33,1.61,275.06,0.55,92.6,6.86,6.36,0.51,3.98,6.38,1260.12,2.9,4.01,38.62
996.37,1.59,275.04,0.57,92.9,6.85,6.37,0.49,3.98,6.39,1260.26,2.41,3.04,42.01
996.45,1.58,275.02,0.59,93.1,6.85,6.38,0.47,3.99,6.4,1260.4,1.88,3,48.46
996.51,1.49,274.93,0.49,93,6.8,6.33,0.48,3.96,6.35,1260.92,2.34,3.12,66.14
996.54,1.32,274.75,0.33,93.1,6.72,6.26,0.46,3.91,6.28,1261.79,2.27,3.08,76
996.61,1.29,274.72,0.33,93.3,6.71,6.26,0.45,3.91,6.28,1262,2.18,3.2,80.3
996.65,1.27,274.69,0.34,93.5,6.7,6.26,0.44,3.92,6.28,1262.15,2.35,3.37,61.74
996.63,1.24,274.67,0.37,93.9,6.68,6.28,0.41,3.93,6.3,1262.24,2.55,3.29,43.73
996.62,1.23,274.66,0.39,94.1,6.68,6.28,0.39,3.93,6.31,1262.28,2.01,3.04,49.09
996.62,1.18,274.61,0.34,94.1,6.66,6.26,0.39,3.92,6.28,1262.5,1.73,2.6,50.01
996.66,1.1,274.52,0.29,94.3,6.62,6.24,0.38,3.9,6.26,1262.95,2.02,2.76,31.32
996.68,1.11,274.53,0.36,94.7,6.62,6.27,0.35,3.92,6.29,1262.93,1.91,2.8,42.37
996.63,1.08,274.5,0.34,94.8,6.6,6.26,0.34,3.92,6.28,1263,1.97,2.72,52.95
996.61,1.02,274.45,0.28,94.8,6.58,6.23,0.34,3.9,6.26,1263.26,1.66,2.54,87.1
996.62,1.01,274.44,0.3,95,6.57,6.24,0.33,3.91,6.27,1263.3,1.56,2.76,64.43
996.56,1.01,274.44,0.32,95.1,6.57,6.25,0.32,3.91,6.27,1263.23,2.55,3.93,40.29
996.61,0.89,274.32,0.21,95.2,6.52,6.2,0.31,3.88,6.23,1263.85,1.98,3.55,22.29
996.61,0.84,274.26,0.22,95.6,6.49,6.21,0.29,3.88,6.23,1264.11,1.75,3,39.52
996.51,0.89,274.32,0.31,95.9,6.51,6.25,0.27,3.91,6.27,1263.74,1.5,2.96,64.32
996.44,0.83,274.27,0.25,95.9,6.49,6.22,0.27,3.89,6.24,1263.94,1.47,2.64,63.87
996.36,0.86,274.3,0.3,96,6.5,6.24,0.26,3.91,6.26,1263.68,0.57,0.98,101.8
996.29,0.81,274.26,0.25,96,6.48,6.22,0.26,3.89,6.24,1263.81,0.85,1.84,44.62
996.14,0.75,274.22,0.21,96.1,6.45,6.2,0.25,3.88,6.22,1263.9,1.54,2.16,80.4
996.13,0.71,274.17,0.2,96.4,6.43,6.2,0.23,3.88,6.22,1264.11,1.28,2.08,80.6
996.12,0.67,274.14,0.18,96.5,6.41,6.19,0.22,3.87,6.21,1264.25,1.57,2.44,67.85
996.06,0.59,274.06,0.1,96.5,6.38,6.15,0.22,3.85,6.18,1264.57,1.79,2.28,56.47
996.04,0.61,274.08,0.16,96.8,6.38,6.18,0.2,3.87,6.2,1264.45,1.4,2.08,79.9
996.02,0.62,274.09,0.17,96.8,6.39,6.19,0.2,3.87,6.21,1264.36,0.84,2.12,108.5
995.95,0.71,274.18,0.29,97,6.43,6.24,0.19,3.9,6.26,1263.86,0.46,1.52,103.7
995.89,0.59,274.08,0.13,96.7,6.38,6.17,0.21,3.86,6.19,1264.34,1.5,2.1,89.1
995.91,0.58,274.06,0.16,97,6.37,6.18,0.19,3.87,6.21,1264.42,1.43,2.16,147
995.81,0.59,274.08,0.2,97.2,6.38,6.2,0.18,3.88,6.23,1264.22,0.64,1.12,124.2
995.73,0.64,274.14,0.24,97.1,6.4,6.22,0.19,3.89,6.24,1263.88,0.96,1.72,140.6
995.73,0.52,274.01,0.11,97.1,6.34,6.16,0.18,3.86,6.18,1264.49,1.21,1.76,75.2
995.69,0.42,273.92,0.02,97.1,6.3,6.11,0.18,3.83,6.14,1264.91,1.36,1.9,74.1
995.66,0.36,273.86,-0.02,97.3,6.27,6.1,0.17,3.82,6.13,1265.18,0.79,1.2,149.5
995.62,0.5,274.01,0.17,97.6,6.34,6.18,0.15,3.87,6.21,1264.4,0.6,1.56,68.51
995.55,0.4,273.91,0.01,97.2,6.29,6.11,0.18,3.83,6.14,1264.81,0.99,1.4,63.79
995.47,0.4,273.92,0.05,97.5,6.29,6.13,0.16,3.84,6.16,1264.7,0.94,1.72,151.3
995.37,0.36,273.88,-0.01,97.4,6.27,6.1,0.16,3.82,6.13,1264.81,0.81,1.56,138
995.25,0.29,273.82,-0.09,97.3,6.24,6.07,0.17,3.8,6.1,1264.97,0.96,1.56,9.29
995.14,0.2,273.74,-0.16,97.4,6.2,6.04,0.16,3.78,6.07,1265.26,0.85,1.04,346.2
